timestamp,energy_demand,temperature,hour,day_of_week,month,is_weekend
2025-01-22 01:06:05.296978,4830.861611185526,20.853392009925344,1,2,1,0
2025-01-22 02:06:05.296978,5103.51579930755,17.25007493216852,2,2,1,0
2025-01-22 03:06:05.296978,4792.5659519396495,19.015853897821703,3,2,1,0
2025-01-22 04:06:05.296978,5015.006267067281,22.905562818746965,4,2,1,0
2025-01-22 05:06:05.296978,4949.578276318483,22.323738748979757,5,2,1,0
2025-01-22 06:06:05.296978,4800.971692403668,18.093955952220927,6,2,1,0
2025-01-22 07:06:05.296978,5360.588669337543,13.501250512107486,7,2,1,0
2025-01-22 08:06:05.296978,6932.818463970375,21.886691638367786,8,2,1,0
2025-01-22 09:06:05.296978,5964.473858565928,24.763170480342005,9,2,1,0
2025-01-22 10:06:05.296978,6311.088301749312,22.53559139530435,10,2,1,0
2025-01-22 11:06:05.296978,6758.423222084547,19.002231156531906,11,2,1,0
2025-01-22 12:06:05.296978,7030.705573444519,18.479220819076538,12,2,1,0
2025-01-22 13:06:05.296978,7404.933843949691,19.943213432252104,13,2,1,0
2025-01-22 14:06:05.296978,7127.980948281939,19.876353678530943,14,2,1,0
2025-01-22 15:06:05.296978,7377.135938887194,23.913262826786,15,2,1,0
2025-01-22 16:06:05.296978,7260.2066062195345,15.773305943105765,16,2,1,0
2025-01-22 17:06:05.296978,7184.316305867247,21.59443777279404,17,2,1,0
2025-01-22 18:06:05.296978,6825.83990238228,20.752331432248486,18,2,1,0
2025-01-22 19:06:05.296978,6761.226135854128,16.664397271752925,19,2,1,0
2025-01-22 20:06:05.296978,6379.1994193763885,11.386784152218146,20,2,1,0
2025-01-22 21:06:05.296978,6226.844799191192,24.271906689755742,21,2,1,0
2025-01-22 22:06:05.296978,5869.310729654944,16.89176598315037,22,2,1,0
2025-01-22 23:06:05.296978,5468.582084660994,20.12899917721818,23,2,1,0
2025-01-23 00:06:05.296978,4833.579135840042,21.184555777738392,0,3,1,0
2025-01-23 01:06:05.296978,4937.0123968820035,12.984719202469249,1,3,1,0
2025-01-23 02:06:05.296978,4720.891964130018,13.29422316677913,2,3,1,0
2025-01-23 03:06:05.296978,5176.2649573766585,22.10917290068058,3,3,1,0
2025-01-23 04:06:05.296978,4796.721555576436,18.442385799099597,4,3,1,0
2025-01-23 05:06:05.296978,4970.510984342699,18.491954885251786,5,3,1,0
2025-01-23 06:06:05.296978,4991.116736267159,17.39104243515814,6,3,1,0
2025-01-23 07:06:05.296978,5422.509420157582,19.144001979267117,7,3,1,0
2025-01-23 08:06:05.296978,5837.694107778053,21.460546456099905,8,3,1,0
2025-01-23 09:06:05.296978,6057.373917367628,22.907164998864435,9,3,1,0
2025-01-23 10:06:05.296978,6430.361743784361,20.067764685856744,10,3,1,0
2025-01-23 11:06:05.296978,6935.449073000563,18.252477525499422,11,3,1,0
2025-01-23 12:06:05.296978,7225.656597047752,22.122411726803044,12,3,1,0
2025-01-23 13:06:05.296978,7242.2448460708465,20.34366096296389,13,3,1,0
2025-01-23 14:06:05.296978,7451.633677306377,21.26403033898289,14,3,1,0
2025-01-23 15:06:05.296978,7515.866634663601,18.584726748424266,15,3,1,0
2025-01-23 16:06:05.296978,7371.569917046041,26.46277709360863,16,3,1,0
2025-01-23 17:06:05.296978,5842.141743004003,21.65339173907361,17,3,1,0
2025-01-23 18:06:05.296978,7123.443491037464,16.868422809430456,18,3,1,0
2025-01-23 19:06:05.296978,6799.492253991952,19.638829542253024,19,3,1,0
2025-01-23 20:06:05.296978,6387.854235129399,21.88821647041262,20,3,1,0
2025-01-23 21:06:05.296978,6083.01695472338,19.89244670906843,21,3,1,0
2025-01-23 22:06:05.296978,5702.550281130092,22.64632839560716,22,3,1,0
2025-01-23 23:06:05.296978,5341.7877386316995,22.566822899200005,23,3,1,0
2025-01-24 00:06:05.296978,4763.720213531694,19.579876831354625,0,4,1,0
2025-01-24 01:06:05.296978,4875.315680927942,22.674269213037647,1,4,1,0
2025-01-24 02:06:05.296978,5039.88793332995,26.612253905485076,2,4,1,0
2025-01-24 03:06:05.296978,5062.5709871445715,25.646124070170053,3,4,1,0
2025-01-24 04:06:05.296978,5053.268267816529,18.345548034457096,4,4,1,0
2025-01-24 05:06:05.296978,4968.009234718598,23.68195475242774,5,4,1,0
2025-01-24 06:06:05.296978,3855.777385577553,22.300152498670382,6,4,1,0
2025-01-24 07:06:05.296978,5493.247751875262,19.21526499992388,7,4,1,0
2025-01-24 08:06:05.296978,5974.355308223933,21.970542776791053,8,4,1,0
2025-01-24 09:06:05.296978,6197.035803272274,20.585284481339674,9,4,1,0
2025-01-24 10:06:05.296978,6610.147921079029,20.06764993635726,10,4,1,0
2025-01-24 11:06:05.296978,6843.367225016354,20.757161902594532,11,4,1,0
2025-01-24 12:06:05.296978,7084.85160086938,20.467648013644705,12,4,1,0
2025-01-24 13:06:05.296978,7472.913301504464,21.473410222404322,13,4,1,0
2025-01-24 14:06:05.296978,7307.064692210079,16.28163911577283,14,4,1,0
2025-01-24 15:06:05.296978,7488.837553515895,21.533067389242888,15,4,1,0
2025-01-24 16:06:05.296978,6368.5953083196255,18.37531449322827,16,4,1,0
2025-01-24 17:06:05.296978,7149.654596311654,26.2540726378382,17,4,1,0
2025-01-24 18:06:05.296978,7229.548260082921,21.531181373773858,18,4,1,0
2025-01-24 19:06:05.296978,6737.859663826233,18.673811184694504,19,4,1,0
2025-01-24 20:06:05.296978,6633.7040801570865,20.85265697990653,20,4,1,0
2025-01-24 21:06:05.296978,6233.058868322744,20.318422859497584,21,4,1,0
2025-01-24 22:06:05.296978,5822.844564357855,23.197183251047893,22,4,1,0
2025-01-24 23:06:05.296978,5598.556802844165,18.423779674737155,23,4,1,0
2025-01-25 00:06:05.296978,5022.466957321117,24.21612730549073,0,5,1,1
2025-01-25 01:06:05.296978,4962.393993463989,25.362410140188896,1,5,1,1
2025-01-25 02:06:05.296978,5117.170667573294,26.984006965036485,2,5,1,1
2025-01-25 03:06:05.296978,4970.277688064156,20.464332305888416,3,5,1,1
2025-01-25 04:06:05.296978,5043.348590992455,23.501699894006787,4,5,1,1
2025-01-25 05:06:05.296978,5096.899329911084,20.673575628527107,5,5,1,1
2025-01-25 06:06:05.296978,5082.719533142435,19.187865305267966,6,5,1,1
2025-01-25 07:06:05.296978,5358.618036003871,22.278722522588826,7,5,1,1
2025-01-25 08:06:05.296978,5938.403350773103,18.30823555093826,8,5,1,1
2025-01-25 09:06:05.296978,5988.906467808747,18.702816386428626,9,5,1,1
2025-01-25 10:06:05.296978,6478.898342363269,22.43791868118231,10,5,1,1
2025-01-25 11:06:05.296978,6963.4252500440425,23.787482286504137,11,5,1,1
2025-01-25 12:06:05.296978,7089.352223558129,20.330732985922694,12,5,1,1
2025-01-25 13:06:05.296978,7284.189366508716,19.291903659192364,13,5,1,1
2025-01-25 14:06:05.296978,7521.963244018781,20.43860197391543,14,5,1,1
2025-01-25 15:06:05.296978,7432.828021622423,22.50691013285388,15,5,1,1
2025-01-25 16:06:05.296978,7466.682036014855,27.07147393863942,16,5,1,1
2025-01-25 17:06:05.296978,7439.339908323197,27.179889368708594,17,5,1,1
2025-01-25 18:06:05.296978,7353.041177399705,27.665464660513308,18,5,1,1
2025-01-25 19:06:05.296978,6974.85651636117,23.455384484372374,19,5,1,1
2025-01-25 20:06:05.296978,6653.1011491350255,27.115176888783175,20,5,1,1
2025-01-25 21:06:05.296978,6121.5587754240305,17.69767901612925,21,5,1,1
2025-01-25 22:06:05.296978,5964.2513867588605,15.825831560471942,22,5,1,1
2025-01-25 23:06:05.296978,5596.234144028838,25.26880711156886,23,5,1,1
2025-01-26 00:06:05.296978,5024.756962508791,17.882177997306453,0,6,1,1
2025-01-26 01:06:05.296978,4912.741447414471,16.085594911218223,1,6,1,1
2025-01-26 02:06:05.296978,5004.824544801695,19.526715784435048,2,6,1,1
2025-01-26 03:06:05.296978,4869.926550830531,17.787152248711827,3,6,1,1
2025-01-26 04:06:05.296978,5090.423033884697,22.479664358726243,4,6,1,1
2025-01-26 05:06:05.296978,4918.608687986901,25.741183259201748,5,6,1,1
2025-01-26 06:06:05.296978,4953.393686747533,20.465272557605783,6,6,1,1
2025-01-26 07:06:05.296978,5464.224699935736,26.695093942566864,7,6,1,1
